GeneName,geneid,baseMean,log2FoldChange,pvalue,padj
B3GNT8,374907,139.5168894,-1.643237557,1.66E-26,8.1E-25
PMM2,5373,2637.326776,0.782583203,1.72E-26,8.38E-25
VPS37C,55048,3646.167507,0.686015194,1.83E-26,8.86E-25
KCNG3,170850,158.2536104,2.789268994,1.93E-26,9.35E-25
GLDN,342035,58.9993567,-2.111422028,2.15E-26,1.04E-24
NAV2,89797,844.5169077,-1.591190405,2.17E-26,1.05E-24
MOV10L1,54456,119.1906256,2.661228525,2.23E-26,1.07E-24
C16orf59,80178,138.6252245,1.518938127,2.26E-26,1.08E-24
RASL11B,65997,239.9840601,-1.975479912,2.43E-26,1.16E-24
,100128788,77.76180601,1.303006656,2.6E-26,1.24E-24
ACSS1,84532,7195.843012,0.871456867,2.67E-26,1.27E-24
TUBB4A,10382,381.3638609,1.931050666,2.85E-26,1.35E-24
OCC1,387882,1531.407538,-1.511654872,2.92E-26,1.38E-24
EPCAM,4072,13140.65696,1.135374916,2.98E-26,1.41E-24
KCNQ1,3784,1802.565387,-1.846157889,3.16E-26,1.49E-24
STX12,23673,3096.463569,-0.422861507,3.28E-26,1.54E-24
SBSPON,157869,728.7140888,-2.168001334,3.28E-26,1.54E-24
,50652,15841.68633,3.211661079,3.46E-26,1.61E-24
CAMK2N2,94032,101.9794372,1.73509931,3.47E-26,1.61E-24
CHTF18,63922,586.2246271,1.270025188,3.45E-26,1.61E-24
RAB17,64284,1625.577274,1.375028815,3.54E-26,1.65E-24
HOXD3,3232,65.18831398,-2.550989981,3.71E-26,1.72E-24
GSC,145258,72.94884885,1.808148153,3.89E-26,1.79E-24
TMEM19,55266,958.9163989,-0.637068416,3.9E-26,1.79E-24
PAK3,5063,39.1983505,-2.328885397,3.86E-26,1.79E-24
CYP19A1,1588,6.915309892,-2.80785283,4E-26,1.83E-24
RBMS3,27303,98.63863481,-1.756787944,4.11E-26,1.88E-24
ALDH1L2,160428,292.6243722,-1.966757836,4.25E-26,1.94E-24
TMEM43,79188,4329.651907,-0.546389415,4.28E-26,1.95E-24
ATP2B4,493,5959.497933,-1.535878328,4.87E-26,2.21E-24
CTU1,90353,196.9535955,1.188763236,5.08E-26,2.3E-24
TPM1,7168,32559.69833,-1.387250448,5.1E-26,2.31E-24
AVPI1,60370,646.8337142,-1.269011091,5.63E-26,2.53E-24
MCC,4163,1471.188868,-1.435652945,5.62E-26,2.53E-24
VWA5B2,90113,119.6354779,-2.642944333,5.63E-26,2.53E-24
ADRBK1,156,10715.77233,0.719194856,5.85E-26,2.62E-24
AHNAK2,113146,2294.585091,-1.792171164,6.35E-26,2.84E-24
NFE2L2,4780,4868.305855,-0.678767957,7.26E-26,3.24E-24
SH3PXD2B,285590,1492.850401,-1.17282079,7.52E-26,3.35E-24
ELL3,80237,878.0728223,1.160552502,7.84E-26,3.48E-24
F12,2161,139.7707812,1.932071854,8.34E-26,3.69E-24
PEG3,5178,423.6084483,-1.248012392,8.71E-26,3.85E-24
GTSE1,51512,93.96257131,1.869599454,8.97E-26,3.95E-24
LARGE,9215,1424.939928,-1.148841002,8.98E-26,3.95E-24
DNAJC18,202052,374.9611872,-0.934989098,9.07E-26,3.98E-24
,595135,103.0797098,-2.247530409,9.21E-26,4.03E-24
GDF1,2657,42.59762591,2.514544316,9.78E-26,4.26E-24
LPAR1,1902,669.6466659,-1.296419031,9.75E-26,4.26E-24
,113691,12.73442809,-1.936084849,9.88E-26,4.3E-24
FOLR1,2348,79.07271402,-2.634687018,1.03E-25,4.47E-24
GNAI2,2771,10395.33027,-0.645962201,1.06E-25,4.57E-24
PRNP,5621,7095.474657,-0.888762237,1.07E-25,4.62E-24
AMOT,154796,2118.551281,-1.666602369,1.11E-25,4.77E-24
VCL,7414,10837.87932,-1.420745316,1.16E-25,5E-24
CRISP1,167,61.50567757,-5.457601994,1.17E-25,5.02E-24
TTLL12,23170,6337.527093,0.858654122,1.19E-25,5.1E-24
DUOXA1,90527,252.3021963,-2.349603112,1.46E-25,6.23E-24
PWP2,5822,1630.832999,0.586192153,1.49E-25,6.33E-24
GNAL,2774,399.4750565,-1.741567525,1.51E-25,6.43E-24
DOCK3,1795,171.1699434,-1.618080112,1.59E-25,6.74E-24
SNCG,6623,768.8112332,-1.859769976,1.63E-25,6.88E-24
C22orf23,84645,141.8037683,-1.073693966,1.67E-25,7.05E-24
PPP1R3C,5507,749.7655779,-1.691449042,1.79E-25,7.55E-24
MAPRE1,22919,5704.216753,-0.428995023,1.8E-25,7.56E-24
PROL1,58503,1.957814286,-5.069858679,1.82E-25,7.62E-24
PLS3,5358,2942.509009,-1.289574491,1.84E-25,7.7E-24
CERS4,79603,7364.885992,1.032831181,1.86E-25,7.75E-24
,283856,9.407743517,-1.777022288,1.94E-25,8.07E-24
CCSER2,54462,2367.602679,-0.736541986,1.96E-25,8.16E-24
RNASEL,6041,690.5740824,-0.693216015,1.99E-25,8.24E-24
HOXC4,3221,239.4615855,2.380112446,1.99E-25,8.25E-24
GPD1,2819,47.64225712,-2.690521799,2.06E-25,8.51E-24
MYOF,26509,4909.651367,-1.408370937,2.18E-25,8.99E-24
NOX1,27035,87.96087637,-2.730576011,2.27E-25,9.34E-24
HMG20A,10363,1248.882055,-0.570393201,2.38E-25,9.78E-24
EIF2AK1,27102,12464.39483,0.639765804,2.43E-25,9.94E-24
PSIP1,11168,2501.805771,-0.732730284,2.58E-25,1.06E-23
APOF,319,395.3766796,2.439159173,2.62E-25,1.07E-23
REPIN1,29803,6697.684728,0.648596922,2.68E-25,1.09E-23
LPIN1,23175,1199.31176,-0.92979483,2.68E-25,1.09E-23
PBX1,5087,5709.320936,-0.952116389,2.77E-25,1.12E-23
CALM1,801,16585.25044,-0.760469375,2.92E-25,1.18E-23
ACSL4,2182,1244.035697,-1.200062242,2.93E-25,1.18E-23
SYNM,23336,21618.47739,-1.873196138,2.96E-25,1.19E-23
TARBP1,6894,1631.288108,0.933742595,2.99E-25,1.2E-23
SVIL,6840,8855.668464,-1.378240825,3.05E-25,1.22E-23
PAQR5,54852,77.03497946,-1.767425867,3.08E-25,1.23E-23
USP44,84101,28.02525459,-1.828891107,3.08E-25,1.23E-23
RASAL1,8437,71.85947349,-3.078894702,3.08E-25,1.23E-23
RARB,5915,596.8559129,-1.004610908,3.26E-25,1.3E-23
PATE3,100169851,22.17708373,-5.631540679,3.33E-25,1.32E-23
,100286793,525.6957674,1.008859381,3.41E-25,1.35E-23
GJB4,127534,65.8705452,-2.3553333,3.43E-25,1.35E-23
,84983,19.92568871,2.14920254,3.45E-25,1.36E-23
DPH2,1802,1088.379967,0.636170423,3.56E-25,1.4E-23
CDCA8,55143,174.3093219,1.298951248,3.77E-25,1.48E-23
STIL,6491,336.4368669,1.175389572,3.81E-25,1.49E-23
SERPINB5,5268,515.7025986,-2.43485613,3.98E-25,1.56E-23
KLHL42,57542,1907.684178,-0.70802352,4.01E-25,1.57E-23
MBNL2,10150,2331.152461,-1.100372267,4.18E-25,1.63E-23
NCS1,23413,3098.252816,-1.248107452,4.42E-25,1.72E-23
RIMS3,9783,326.9971783,-1.334107159,4.72E-25,1.83E-23
KANK1,23189,3665.806088,-0.980277979,5.22E-25,2.02E-23
CLIP4,79745,1008.763777,-1.258784371,5.21E-25,2.02E-23
CCDC83,220047,9.777163388,3.259982187,5.29E-25,2.04E-23
RRM2,6241,361.5275676,1.923888233,5.41E-25,2.08E-23
RNF180,285671,635.6775933,-1.054332807,5.7E-25,2.19E-23
SNX7,51375,580.5702763,-1.08039268,5.8E-25,2.22E-23
KIT,3815,557.2352728,-1.856283352,5.83E-25,2.23E-23
NIPAL4,348938,60.7579086,-2.030055071,5.87E-25,2.24E-23
C19orf48,84798,16257.26496,1.502619082,6.32E-25,2.4E-23
BYSL,705,1075.78638,0.715753435,6.32E-25,2.4E-23
SOSTDC1,25928,92.2089701,-2.104428672,6.92E-25,2.63E-23
,100129387,306.8026773,0.876263645,7.02E-25,2.66E-23
BBX,56987,4300.018033,-0.899417649,7.05E-25,2.67E-23
TRIB3,57761,1943.997625,1.087360811,7.31E-25,2.76E-23
CERS3,204219,26.01136524,-2.332060118,7.61E-25,2.87E-23
KLHL35,283212,82.74089224,1.786260042,7.84E-25,2.95E-23
FAM222A,84915,675.7129931,1.903899261,7.95E-25,2.98E-23
STK32C,282974,449.845768,1.114939583,8.29E-25,3.1E-23
,145837,1088.160197,2.029831757,8.43E-25,3.15E-23
EPM2A,7957,436.2233848,-0.922529251,8.53E-25,3.18E-23
DAAM2,23500,1414.162886,-1.71796553,8.54E-25,3.18E-23
PTRHD1,391356,1950.022627,1.102027226,8.66E-25,3.22E-23
IPO4,79711,2587.084356,0.658339685,8.98E-25,3.33E-23
TLCD1,116238,860.0076547,1.424390858,9.49E-25,3.51E-23
KAT2A,2648,3124.641655,0.962798552,9.66E-25,3.57E-23
C9orf163,158055,37.34381473,1.670937712,9.77E-25,3.6E-23
KRT13,3860,2841.164967,-3.564244272,9.86E-25,3.63E-23
PLEKHG3,26030,1456.527274,-1.015471927,1.08E-24,3.96E-23
PALLD,23022,14035.54071,-1.471415759,1.12E-24,4.1E-23
PDCD2L,84306,409.1586102,0.805015587,1.15E-24,4.19E-23
RAB38,23682,87.63198318,-1.544488035,1.25E-24,4.57E-23
RMDN2,151393,251.5238258,-0.737511143,1.28E-24,4.68E-23
ST6GALNAC2,10610,374.7750782,-1.659466902,1.3E-24,4.73E-23
SLC25A33,84275,968.7808653,0.950202975,1.35E-24,4.89E-23
MTMR8,55613,28.50932305,-1.540141639,1.35E-24,4.89E-23
RANBP17,64901,206.5120518,0.866256956,1.45E-24,5.26E-23
,304,4269.434304,-1.198226765,1.5E-24,5.42E-23
MSRB3,253827,3962.916258,-1.532850393,1.52E-24,5.47E-23
CYP4F8,11283,4180.140455,-3.945102017,1.55E-24,5.58E-23
MAZ,4150,19531.41669,0.95032434,1.71E-24,6.12E-23
NME1,4830,3815.162363,1.085094611,1.72E-24,6.16E-23
TCF7L1,83439,815.1763343,-1.254628493,1.84E-24,6.56E-23
,145781,1035.028067,-1.539296213,1.84E-24,6.56E-23
,7754,404.7248552,-1.494631368,1.85E-24,6.58E-23
SOX8,83595,441.2292878,-1.452192153,2E-24,7.1E-23
SPINT3,10816,5.040522344,-4.805833754,2.11E-24,7.48E-23
ADAM2,2515,59.47408939,3.774887429,2.23E-24,7.91E-23
PAX1,5075,42.50820108,3.876818178,2.36E-24,8.33E-23
TMEM100,55273,314.3380754,-2.019767301,2.43E-24,8.56E-23
UBXN10,127733,218.0757826,-1.828050989,2.47E-24,8.71E-23
DUS1L,64118,8145.22854,1.101956078,2.49E-24,8.75E-23
B3GNT9,84752,833.1856834,-1.204745598,2.71E-24,9.51E-23
FOXN4,121643,21.23838211,2.991130546,2.76E-24,9.66E-23
TWIST1,7291,432.0385058,1.986130885,2.78E-24,9.71E-23
CERK,64781,954.3205889,-1.30562261,2.82E-24,9.83E-23
MCMDC2,157777,114.0059641,1.074607224,2.85E-24,9.9E-23
ARHGAP20,57569,281.8392027,-1.760132037,2.85E-24,9.9E-23
,100133612,30.18913207,1.310501251,2.86E-24,9.93E-23
FN1,2335,29277.72781,-1.988915721,3E-24,1.04E-22
PPP1R14B,26472,2853.850932,1.338204699,3.09E-24,1.07E-22
MSI1,4440,731.6627867,1.11595985,3.15E-24,1.09E-22
CSRP1,1465,53105.68441,-1.43751676,3.25E-24,1.12E-22
RTN4RL2,349667,89.91151874,1.419600243,3.27E-24,1.13E-22
CACFD1,11094,3155.422583,0.933824737,3.45E-24,1.19E-22
CEP68,23177,1375.685424,-0.78430231,3.64E-24,1.25E-22
C10orf95,79946,68.64767624,1.615330179,3.69E-24,1.26E-22
CXorf57,55086,42.5596117,-1.691287778,3.73E-24,1.27E-22
ASB3,51130,744.0765958,-0.70600103,4.03E-24,1.37E-22
DVL1,1855,4553.092193,0.801445466,4.08E-24,1.39E-22
ANKRD66,100287718,11.95103856,2.958408312,4.15E-24,1.41E-22
NT5E,4907,702.9597825,-1.365051582,4.27E-24,1.45E-22
CYP4B1,1580,875.6605792,-2.304852019,4.45E-24,1.51E-22
CDC42EP3,10602,3785.324215,-1.182632695,4.49E-24,1.52E-22
TRIM31,11074,31.67541108,-2.500197612,4.53E-24,1.53E-22
RGS11,8786,758.3552719,1.647315639,4.63E-24,1.56E-22
ASPA,443,64.06006843,-2.172629667,4.79E-24,1.61E-22
NOP16,51491,617.6304967,1.020938762,4.84E-24,1.62E-22
GPC2,221914,44.17563644,1.70464461,4.98E-24,1.67E-22
RBM38,55544,1380.433535,-1.009828303,4.98E-24,1.67E-22
CLIC4,25932,8837.953766,-1.029085561,5.04E-24,1.68E-22
MOGS,7841,4913.136324,0.634169783,5.09E-24,1.7E-22
VAV3,10451,358.6735854,-1.555618012,5.09E-24,1.7E-22
RHOQ,23433,3822.634463,-0.615480606,5.3E-24,1.76E-22
,388011,14.89674378,-1.671810126,5.67E-24,1.88E-22
ACSF2,80221,868.8776765,-1.579854841,5.91E-24,1.95E-22
AJUBA,84962,825.7375219,-1.240762994,6.15E-24,2.03E-22
MAMLD1,10046,295.0094662,-1.537770121,6.21E-24,2.05E-22
AIF1L,83543,2064.795668,-1.685836986,6.51E-24,2.14E-22
S100A14,57402,387.0485172,-2.355243524,6.57E-24,2.16E-22
TBC1D1,23216,2442.075445,-0.987464691,6.67E-24,2.19E-22
PARD6G,84552,567.7906057,-0.712729481,7.02E-24,2.3E-22
TMEM241,85019,430.0019715,0.956182615,7.09E-24,2.32E-22
MPPE1,65258,1385.979201,-0.553778048,7.26E-24,2.37E-22
TOR2A,27433,937.2769887,0.77027922,7.65E-24,2.49E-22
CIDEC,63924,17.99744605,-2.668951527,7.78E-24,2.53E-22
DLX2,1746,109.9522333,2.849040329,8.53E-24,2.77E-22
PDZRN4,29951,611.4408628,-1.689967572,9.13E-24,2.96E-22
ZFP36L1,677,13647.48369,-1.075025964,9.18E-24,2.97E-22
HSPA4L,22824,218.7716421,-1.680092187,9.68E-24,3.13E-22
SOX15,6665,196.4347564,-1.481172712,1.03E-23,3.32E-22
SNAPC1,6617,540.6058136,-0.576016125,1.04E-23,3.36E-22
PARP3,10039,794.3682802,-0.872228407,1.06E-23,3.4E-22
LETM1,3954,2464.171815,0.669172596,1.19E-23,3.82E-22
TUBB3,10381,814.6174947,1.529781391,1.22E-23,3.93E-22
GPM6A,2823,292.2675307,-2.003823677,1.23E-23,3.93E-22
TPRN,286262,2035.78666,1.192731558,1.26E-23,4.01E-22
B3GALT6,126792,1978.549445,1.028739684,1.26E-23,4.01E-22
ACE,1636,2046.840652,-1.509640065,1.26E-23,4.01E-22
EPHB1,2047,130.6228961,-2.249140929,1.31E-23,4.17E-22
,256355,14.06951276,-1.237145953,1.33E-23,4.23E-22
ALDH1A2,8854,1309.839175,-1.691314756,1.38E-23,4.37E-22
ZMYND10,51364,155.8216318,2.515719111,1.4E-23,4.42E-22
ACACB,32,1207.350414,-1.203480681,1.44E-23,4.53E-22
OXR1,55074,1770.241009,-0.935714848,1.46E-23,4.6E-22
PPARGC1B,133522,61.19415426,-1.577385734,1.52E-23,4.78E-22
EOGT,285203,1241.047652,-0.848818884,1.62E-23,5.08E-22
HMMR,3161,147.7430117,1.860382477,1.63E-23,5.1E-22
HES4,57801,534.5836273,1.742302881,1.65E-23,5.18E-22
KRT16,3868,242.63599,-2.786813018,1.68E-23,5.24E-22
GTPBP3,84705,832.7798071,0.593589631,1.72E-23,5.35E-22
ARHGEF38,54848,246.9905764,1.61045678,1.75E-23,5.44E-22
TRIM6,117854,155.9396902,-1.32423195,1.91E-23,5.94E-22
EPB41L1,2036,2619.738629,-0.639616751,1.93E-23,6E-22
TRPC6,7225,138.6461406,-1.667551833,1.94E-23,6.01E-22
ADAMTS5,11096,436.1675381,-1.862150714,1.94E-23,6.01E-22
C1QTNF1,114897,2173.923788,-1.625588123,1.97E-23,6.08E-22
HSPB8,26353,6203.90487,-1.796639024,1.97E-23,6.08E-22
HECTD2,143279,892.0124785,-1.068407032,2.02E-23,6.23E-22
ROBO1,6091,2100.714051,-1.281280141,2.05E-23,6.3E-22
,305,9.778736931,-2.054092419,2.1E-23,6.46E-22
SLC16A4,9122,189.226531,-1.264999646,2.14E-23,6.55E-22
PAICS,10606,6731.423972,0.737886197,2.19E-23,6.72E-22
HOXB3,3213,343.8439521,-1.822929226,2.23E-23,6.81E-22
DMRT2,10655,11.85220314,-3.009269989,2.24E-23,6.84E-22
PKP3,11187,3629.504049,0.943919675,2.25E-23,6.87E-22
TNS1,7145,24236.62212,-1.494877897,2.49E-23,7.59E-22
TMEM139,135932,67.49907457,-1.717767853,2.55E-23,7.75E-22
FEZ1,9638,503.5198706,-1.266884505,2.57E-23,7.79E-22
ABCC4,10257,26858.6649,1.609305969,2.69E-23,8.13E-22
CDH23,64072,124.0688134,-1.758131224,2.71E-23,8.2E-22
MSH5,4439,606.852554,1.198999494,2.94E-23,8.86E-22
RPL22L1,200916,2279.310318,1.375049245,2.96E-23,8.92E-22
DNAJB5,25822,1511.519113,-1.428086067,3.01E-23,9.06E-22
SLC16A5,9121,505.5956063,-1.759305978,3.02E-23,9.07E-22
ZNF485,220992,180.7845417,0.791791809,3.03E-23,9.09E-22
HIST3H2BB,128312,20.98286933,1.85319558,3.22E-23,9.65E-22
TLR2,7097,344.0014861,-1.550700544,3.27E-23,9.77E-22
,5820,282.5723858,1.291796024,3.38E-23,1.01E-21
ASPH,444,3761.596408,-1.098658378,3.47E-23,1.03E-21
CHST2,9435,770.1479697,-1.434061932,3.45E-23,1.03E-21
POLD2,5425,6738.256023,0.852062151,3.52E-23,1.04E-21
ICA1,3382,3143.981348,0.877700908,3.81E-23,1.13E-21
SH2D1B,117157,9.941461892,-2.318384589,3.96E-23,1.17E-21
TTC36,143941,16.95771501,2.682938445,4.05E-23,1.2E-21
HOXD13,3239,449.3775514,-1.817477131,4.13E-23,1.22E-21
SERPINB1,1992,746.3882827,-1.372196245,4.16E-23,1.23E-21
PDGFD,80310,792.2968443,-1.325292288,5.02E-23,1.48E-21
,9808,52.28452714,3.188670062,5.22E-23,1.53E-21
DLGAP5,9787,85.95655747,2.0753111,5.4E-23,1.58E-21
HSD17B13,345275,452.0051465,-2.909382373,5.4E-23,1.58E-21
C20orf202,400831,7.919106562,-2.071319644,5.67E-23,1.66E-21
BAIAP3,8938,1724.917147,1.155602656,5.75E-23,1.68E-21
ERBB4,2066,161.3804937,-1.982712697,5.76E-23,1.68E-21
CDH8,1006,14.82950472,-2.595623511,6.39E-23,1.86E-21
GAL,51083,126.2273222,2.385504981,6.48E-23,1.88E-21
SPTBN2,6712,8480.850357,1.061736215,7.37E-23,2.14E-21
PIK3R1,5295,4041.902991,-1.039373848,7.41E-23,2.14E-21
TMEM132C,92293,189.9388039,-2.36476548,7.39E-23,2.14E-21
,100188954,77.7927528,1.492470971,7.44E-23,2.15E-21
PRRG4,79056,407.235466,-1.22190516,7.47E-23,2.16E-21
RUVBL1,8607,2392.929969,0.758275232,7.53E-23,2.17E-21
GPR156,165829,8.882662888,-1.681660411,8.71E-23,2.51E-21
MANEAL,149175,1175.507304,1.026809444,8.79E-23,2.52E-21
NCAPG,64151,159.4997974,1.765943419,8.86E-23,2.54E-21
SLC34A2,10568,810.2669816,-3.261348372,9.23E-23,2.64E-21
PPP3CB,5532,3169.592121,-0.492634535,9.37E-23,2.68E-21
DLX1,1745,984.068646,2.875306861,1E-22,2.86E-21
SLC51A,200931,181.808712,2.00225587,1.11E-22,3.16E-21
BCL2L12,83596,708.3420922,0.726069783,1.17E-22,3.32E-21
HOXC5,3222,65.28613603,2.241433372,1.17E-22,3.33E-21
TBL1X,6907,3957.44604,-0.783492812,1.18E-22,3.34E-21
STX19,415117,468.9462354,1.637046406,1.18E-22,3.35E-21
TSACC,128229,14.62044914,1.788844384,1.19E-22,3.38E-21
DIXDC1,85458,2210.819914,-1.09583421,1.31E-22,3.69E-21
MXRA7,439921,7180.288098,-1.226551928,1.31E-22,3.69E-21
ZBTB4,57659,7347.025509,-0.553679774,1.37E-22,3.85E-21
DKC1,1736,3256.335378,0.461376581,1.49E-22,4.18E-21
ASIC3,9311,68.59531355,1.960856469,1.51E-22,4.23E-21
GNG12,55970,4401.979367,-0.683122047,1.51E-22,4.23E-21
ITGA2,3673,1274.483972,-1.426226996,1.56E-22,4.36E-21
PRKCB,5579,738.3752036,-1.80414841,1.57E-22,4.39E-21
NPTN,27020,6435.171232,-0.68375536,1.65E-22,4.61E-21
MAP1A,4130,1190.843434,-1.554050854,1.66E-22,4.63E-21
C15orf59,388135,309.5566377,-1.428598745,1.69E-22,4.7E-21
ERGIC1,57222,41355.78672,0.798664045,1.7E-22,4.73E-21
MTL5,9633,487.4999847,0.859814941,1.76E-22,4.9E-21
FAM110C,642273,40.34181593,-2.320189177,1.78E-22,4.94E-21
RPP40,10799,230.6856573,0.850355171,1.85E-22,5.12E-21
TP53INP1,94241,6945.883103,1.057535074,1.86E-22,5.13E-21
,285834,3.688070306,-3.468927695,1.86E-22,5.14E-21
DUSP4,1846,806.1865284,-1.973113007,1.89E-22,5.21E-21
RABEP2,79874,5190.710101,1.145139358,1.92E-22,5.28E-21
TEAD1,7003,2956.042167,-1.018083159,2.02E-22,5.56E-21
ZNF516,9658,695.211109,-1.485545797,2.02E-22,5.56E-21
DNAH14,127602,169.0048369,0.975952265,2.04E-22,5.6E-21
ANKRD34B,340120,342.2347411,3.719131175,2.11E-22,5.77E-21
KANK2,25959,7597.115349,-1.22595296,2.13E-22,5.82E-21
JPH4,84502,971.0000996,-1.973504583,2.22E-22,6.06E-21
LPPR2,64748,3721.416214,0.719710766,2.33E-22,6.36E-21
,554202,27.08684424,-2.15936757,2.37E-22,6.44E-21
DCAF12L1,139170,16.47857269,-2.796228865,2.53E-22,6.88E-21
MOB3B,79817,306.8098641,-1.097225001,2.64E-22,7.16E-21
RNF182,221687,24.0275666,-1.83039794,2.67E-22,7.25E-21
PCED1A,64773,2156.897088,0.897989015,2.71E-22,7.33E-21
,644936,72.37968222,-1.218559995,2.76E-22,7.45E-21
RAC3,5881,1260.565581,1.294919941,2.79E-22,7.53E-21
TRAF3IP2,10758,1497.417568,-0.924007986,2.8E-22,7.54E-21
GNL2,29889,2873.963888,0.596289804,3.09E-22,8.31E-21
CACHD1,57685,682.8627428,-1.422237458,3.09E-22,8.31E-21
CRYZ,1429,1760.464921,-0.921979801,3.1E-22,8.33E-21
NUDT19,390916,1706.792036,0.707851122,3.19E-22,8.56E-21
IER3,8870,1948.422903,-1.818525734,3.21E-22,8.6E-21
ZNF30,90075,464.6973413,1.292292199,3.35E-22,8.95E-21
PPP1R12B,4660,14023.72789,-1.347989505,3.41E-22,9.09E-21
GPRIN1,114787,93.65129835,1.185621057,3.46E-22,9.22E-21
CBS,875,4808.623055,1.303864801,3.57E-22,9.51E-21
STK26,51765,1266.87026,-1.156692656,3.66E-22,9.73E-21
ZNF660,285349,33.35694293,-1.325803567,3.72E-22,9.87E-21
LIPE,3991,184.0674732,-1.15768613,3.98E-22,1.05E-20
CENPM,79019,201.7612049,1.852524259,4E-22,1.06E-20
TUBB2A,7280,4273.255389,1.387882511,4E-22,1.06E-20
C16orf45,89927,1201.637531,-1.23915078,4.01E-22,1.06E-20
KCTD14,65987,474.0458887,-1.848181937,4.07E-22,1.07E-20
GGA2,23062,4436.441758,-0.501026957,4.16E-22,1.09E-20
OR51E2,81285,26735.16319,2.390728984,4.19E-22,1.1E-20
KIAA0020,9933,1234.376892,0.53385799,4.27E-22,1.12E-20
GDF15,9518,20151.34238,1.935199074,4.35E-22,1.14E-20
ALAD,210,3164.855763,-0.883752962,4.34E-22,1.14E-20
CPEB1,64506,44.05556414,-1.863844768,4.44E-22,1.16E-20
C3orf70,285382,726.7001395,-1.398594389,4.48E-22,1.17E-20
DNPH1,10591,2052.641846,0.998246701,4.6E-22,1.2E-20
CDCA5,113130,237.863541,1.414249369,4.67E-22,1.21E-20
CCDC181,57821,49.802432,-1.615408679,4.65E-22,1.21E-20
SSX2IP,117178,1171.871205,-0.62372595,4.69E-22,1.22E-20
TNK2,10188,4049.979521,0.860735718,4.81E-22,1.25E-20
ARMC6,93436,2476.24112,0.678506391,4.89E-22,1.27E-20
FAM92A1,137392,155.9566284,-1.279870516,4.89E-22,1.27E-20
POU5F1B,5462,138.4212369,1.449249922,4.97E-22,1.28E-20
POPDC2,64091,681.1208309,-1.503639652,5.04E-22,1.3E-20
ATG9B,285973,104.3169755,1.640342368,5.11E-22,1.31E-20
FCGBP,8857,2578.935529,-2.305041159,5.07E-22,1.31E-20
GNB5,10681,1209.348985,-0.741334278,5.18E-22,1.33E-20
MPP2,4355,473.7692077,-1.486553095,5.28E-22,1.35E-20
DBNDD2,55861,1209.696058,-1.204202608,5.33E-22,1.36E-20
LRMP,4033,130.9434222,-1.65948368,5.37E-22,1.37E-20
AFF2,2334,84.04178093,-1.840444553,5.35E-22,1.37E-20
CTTNBP2,83992,255.0644456,-1.571323541,5.39E-22,1.38E-20
B3GNT6,192134,584.6185118,3.874537497,5.49E-22,1.4E-20
HCAR3,8843,82.38099494,-2.145529718,5.57E-22,1.42E-20
KIF26B,55083,148.2985502,-1.755945433,5.61E-22,1.43E-20
NXPE3,91775,855.1362195,-1.014752284,5.84E-22,1.48E-20
ATP6V0D2,245972,53.56200376,-2.322481226,5.99E-22,1.52E-20
C12orf73,728568,407.4730984,0.82840662,6.04E-22,1.53E-20
ZMYND19,116225,1126.478759,0.843794988,6.11E-22,1.54E-20
FAT3,120114,370.0938555,-1.979347094,6.13E-22,1.55E-20
TRAF4,9618,4498.918568,0.942567429,6.32E-22,1.59E-20
CDHR1,92211,111.3842031,-1.979886016,6.43E-22,1.62E-20
PGAP1,80055,762.2179037,-1.009129184,6.5E-22,1.63E-20
ZAK,51776,4692.347839,-1.207376731,6.52E-22,1.64E-20
RERG,85004,665.9644794,-1.223385846,6.87E-22,1.72E-20
PLXNA2,5362,1026.231641,-1.023404094,7.24E-22,1.81E-20
FOXI2,399823,9.155957863,-2.412599095,7.36E-22,1.84E-20
IL18R1,8809,132.3851069,-1.720397191,7.46E-22,1.86E-20
TSPAN19,144448,36.39430547,3.170559234,7.75E-22,1.93E-20
MYH11,4629,222216.3073,-1.747523091,7.75E-22,1.93E-20
,401093,593.3780409,-1.344761189,7.85E-22,1.95E-20
TPRG1,285386,41.90472887,-1.407276616,7.94E-22,1.97E-20
CLCA4,22802,165.764079,-3.158027805,8.05E-22,2E-20
TCEAL1,9338,1675.367242,-0.598980333,8.51E-22,2.11E-20
DSTN,11034,30342.86555,-0.69275412,8.57E-22,2.12E-20
FZD8,8325,796.5140931,1.533964847,8.7E-22,2.15E-20
TOR4A,54863,209.0648222,-1.337569315,8.73E-22,2.15E-20
HCN4,10021,22.25758115,-2.054377675,8.88E-22,2.18E-20
SLC39A2,29986,357.182127,-3.60130697,8.83E-22,2.18E-20
MUC21,394263,10.05487219,-3.962141097,8.87E-22,2.18E-20
STOX2,56977,63.70854472,-1.783189504,9.03E-22,2.22E-20
JAZF1,221895,1242.262009,-1.306474528,9.15E-22,2.24E-20
KCNH5,27133,3.642206528,-3.312418031,9.2E-22,2.25E-20
FAM136A,84908,2222.67006,0.580802795,9.33E-22,2.28E-20
MEF2A,4205,2647.396105,-0.714003504,9.44E-22,2.3E-20
DPYSL3,1809,12393.92403,-1.196134571,9.42E-22,2.3E-20
CLEC18A,348174,50.85700409,1.795015107,9.5E-22,2.31E-20
TMEM127,55654,4579.006146,-0.504289418,9.58E-22,2.33E-20
SLC12A8,84561,981.6594614,0.967668305,9.66E-22,2.35E-20
NOC2L,26155,5706.804811,0.608622815,9.95E-22,2.41E-20
